Timestamp,Sector,Gain_moy,Success_Rate,Trades,Seuil_Achat,Seuil_Vente,a1,a2,a3,a4,a5,a6,a7,a8
2025-07-29 23:18:31,Technology,0.410952380952381,66.66666666666666,6,2.31,-2.82,1.62,0.55,1.93,1.74,1.29,2.07,1.73,1.7
2025-07-29 23:34:33,Healthcare,0.22916666666666666,50.0,4,5.67,-1.58,1.9,0.79,2.71,0.57,0.69,2.87,2.12,2.74
2025-07-29 23:43:16,Financial Services,0.828,58.333333333333336,12,4.7,-2.65,2.79,2.87,1.7,2.93,2.38,1.86,2.17,0.51
2025-07-30 00:12:08,Consumer Cyclical,1.4633333333333336,43.75,16,5.75,-0.94,2.3,0.99,0.79,1.15,0.61,1.86,0.59,1.84
2025-07-30 00:34:36,Consumer Cyclical,4.651666666666666,81.81818181818183,11,5.75,-0.94,2.04,1.04,0.78,2.42,0.92,2.47,0.63,1.5
2025-07-30 01:09:12,Industrials,5.465,77.77777777777779,9,2.4,-1.95,1.81,0.53,2.58,2.26,0.64,1.05,0.52,2.73
2025-07-30 01:25:40,Energy,2.9850000000000003,71.42857142857143,14,4.11,-1.41,0.85,2.08,1.55,3.0,0.86,1.54,2.41,1.84
2025-07-30 01:30:41,Basic Materials,0.49500000000000005,77.77777777777779,9,5.96,-0.36,2.69,2.61,2.17,0.8,0.93,2.59,0.69,2.79
2025-07-30 01:34:23,Basic Materials,1.0333333333333334,100.0,1,5.96,-0.36,1.31,0.57,2.05,1.31,0.53,1.16,0.93,1.63
2025-07-30 02:06:11,Communication Services,0.006666666666666672,30.76923076923077,13,4.43,-2.92,0.84,2.33,1.32,2.71,0.99,2.96,1.21,2.66
2025-07-30 02:20:03,Utilities,1.9766666666666666,87.5,8,3.83,-0.75,2.91,1.14,2.08,2.81,0.85,0.65,1.47,1.46
2025-07-30 02:39:19,Real Estate,1.9,100.0,4,2.61,-0.59,1.41,1.05,2.35,2.04,0.96,2.66,2.25,0.8
2025-07-30 03:12:28,ℹ️Inconnu!!,2.5525,83.33333333333334,6,5.5,-2.19,0.68,0.75,2.5,2.98,0.91,0.79,0.85,1.25
