type,ticker,titre,sentiment,intensite,horizon,resume,score_fondamental,catalyseur,lien,date
ALERT_PORTFOLIO,AVGO,"Broadcom, IBD Stock Of The Day, Hovers Near Buy Zone",positif,modere,intraday,"Broadcom, un important fournisseur de semi-conducteurs sans fab, et de logiciels d'infrastructure, progresse après un breakout récent.",,produit,https://finance.yahoo.com/m/bf33a7cb-bfec-3b22-a616-ceca549945e4/broadcom%2C-ibd-stock-of-the.html?.tsrc=rss,2026-04-27 18:48:53
ALERT_PORTFOLIO,NVDA,Will Nvidia's explosive rally end soon?,positif,fort,intraday,La hausse de Nvidia pourrait être en cours de ralentissement suite à une recommandation de vente de JPMorgan.,,produit,https://finance.yahoo.com/news/will-nvidias-explosive-rally-end-soon-133429771.html?.tsrc=rss,2026-04-27 18:48:54
ALERT_PORTFOLIO,CF,Is CF Industries (CF) Stock Outpacing Its Basic Materials Peers This Year?,positif,modere,1-3mois,CF Industries a surperformé par rapport à ses pairs du secteur des matières premières cette année.,,sectoriel,https://finance.yahoo.com/markets/stocks/articles/cf-industries-cf-stock-outpacing-134003453.html?.tsrc=rss,2026-04-27 18:48:55
ALERT_PORTFOLIO,NVDA,New Strong Buy Stocks for April 27th,positif,fort,intraday,Le titre NVDA a connu une forte hausse intraday suite à son inclusion dans le Strong Buy List.,,produit,https://finance.yahoo.com/markets/stocks/articles/strong-buy-stocks-april-27th-072400578.html?.tsrc=rss,2026-04-27 18:48:56
ALERT_PORTFOLIO,CF,Is It Too Late To Consider CF Industries (CF) After Strong Multi Year Share Price Gains,positif,modere,intraday,"Le prix de CF Industries a augmenté de 0.6% sur les 5 derniers jours, reflétant une tendance positive.",,produit,https://finance.yahoo.com/markets/stocks/articles/too-consider-cf-industries-cf-170538812.html?.tsrc=rss,2026-04-27 18:48:57
ALERT_PORTFOLIO,DB,"Deutsche Bank Sees Canadian Dollar Rising ""Modestly"" Vs. US Dollar This Year, Before Larger Gain in 2027",positif,modere,1-2sem,"Le rapport de Deutsche Bank prévoie une hausse modérée du dollar canadien contre le dollar américain cette année, suivie d'une plus forte augmentation en 2027.",,macro,https://finance.yahoo.com/markets/currencies/articles/deutsche-bank-sees-canadian-dollar-142237285.html?.tsrc=rss,2026-04-27 18:48:58
ALERT_PORTFOLIO,MU,DOJ’s Partial Reversal on Powell Probe Keeps Fed Drama Alive,positif,fort,intraday,"Le rebond de la DOJ sur l'enquête concernant Powell pourrait indiquer une certaine stabilisation dans le processus d'investigation, offrant un espoir pour la nomination de Trump pour la Fed.",,réglementaire,https://finance.yahoo.com/news/doj-partial-reversal-powell-probe-185508901.html?.tsrc=rss,2026-04-27 18:49:00
ALERT_PORTFOLIO,ENR.DE,"Avis stock crash continues, Siemens Energy lifts outlook",positif,fort,intraday,"Siemens Energy a augmenté ses prévisions pour l'année en cours, ce qui pourrait indiquer une amélioration des perspectives financières.",,earnings,https://finance.yahoo.com/video/avis-stock-crash-continues-siemens-energy-lifts-outlook-185100021.html?.tsrc=rss,2026-04-27 18:49:02
ALERT_PORTFOLIO,CF,"Global Green Ammonia Market Forecast to Hit USD 18.3 Billion by 2036: Regional Growth Trends in USA, UK, Japan, India Led by Nutrien Ltd. & Siemens Energy",positif,modere,1-2sem,La croissance du marché du gaz vert ammoniac est stimulée par une tendance mondiale vers des alternatives durables pour la production de bas carbone et l'intégration de l'énergie renouvelable.,,macro,https://finance.yahoo.com/sectors/energy/articles/global-green-ammonia-market-forecast-094000301.html?.tsrc=rss,2026-04-27 18:49:03
ALERT_PORTFOLIO,GS,Goldman Sachs Predicts $100 Oil Through the End of 2026 if Flows Don't Normalize Soon. Here's What That Means for Oil Stocks.,positif,modere,1-2sem,L'augmentation prévue des prix du pétrole pourrait profiter aux actionnaires de Goldman Sachs.,,macro,https://www.fool.com/investing/2026/04/27/goldman-sachs-predicts-100-oil-through-the-end-of/?.tsrc=rss,2026-04-27 18:49:04
ALERT_PORTFOLIO,GS,"Oil could trade at nearly $120 if war drags on, Goldman Sachs warns",negatif,modere,1-2sem,"Le niveau d'alarme émis par Goldman Sachs sur une hausse des prix du pétrole pourrait avoir un impact sur les actions de la banque, possiblement affectant son actionnariat.",,macro,https://finance.yahoo.com/markets/commodities/articles/oil-could-trade-nearly-120-112057859.html?.tsrc=rss,2026-04-27 18:49:06
ALERT_PORTFOLIO,GS,Goldman Sachs Lifts UnitedHealth Target Price: Healthcare ETFs to Watch,positif,modere,1-2sem,"Le Goldman Sachs augmente le prix cible pour UnitedHealth, indiquant une perspective optimiste pour les ETF spécialisés dans le secteur de la santé.",,earnings,https://finance.yahoo.com/sectors/healthcare/articles/goldman-sachs-lifts-unitedhealth-target-161700514.html?.tsrc=rss,2026-04-27 18:49:07
ALERT_PORTFOLIO,GS,"Goldman Sachs Alternatives Announces Strategic Investment in Kashable, Leading the Company’s Series C Equity Round",positif,modere,1-2sem,"Le financement de Kashable par Goldman Sachs Alternatives renforce leur engagement envers l'expansion de l'accès financier responsable, la promotion de la mobilité économique et le développement d'une plateforme de bien-être financier performante.",,M&A,https://finance.yahoo.com/markets/stocks/articles/goldman-sachs-alternatives-announces-strategic-130000950.html?.tsrc=rss,2026-04-27 18:49:08
ALERT_PORTFOLIO,IMNM,A Look At Immunome (IMNM) Valuation As Varegacestat Nears ASCO 2026 Spotlight And FDA NDA Filing,positif,modere,1-2sem,"La hausse de la valeur de l'action de Immunome est catalysée par l'annonce de données de phase 3 prometteuses pour varegacestat, préparant ainsi une soumission à la FDA et un potentiel avancé vers une décision commerciale.",,produit,https://finance.yahoo.com/sectors/healthcare/articles/look-immunome-imnm-valuation-varegacestat-110409343.html?.tsrc=rss,2026-04-27 18:49:10
ALERT_PORTFOLIO,IMNM,Immunome Announces Oral Presentation of Phase 3 RINGSIDE Data at 2026 ASCO Annual Meeting,positif,modere,1-2sem,"Immunome annonce une présentation orale de données de la phase 3 RINGSIDE sur varegacestat pour traiter les tumeurs desmoid, présentant une opportunité pour le développement de nouvelles thérapies ciblées.",,produit,https://finance.yahoo.com/sectors/healthcare/articles/immunome-announces-oral-presentation-phase-143000594.html?.tsrc=rss,2026-04-27 18:49:11
ALERT_PORTFOLIO,MU,Immunome's Chief Scientist Trimmed His Stake. A Planned FDA Submission Tells You More,positif,modere,1-2sem,"Le détachement du Chief Scientist pourrait indiquer une avancée significative vers une soumission planifiée auprès de la FDA, ce qui pourrait avoir un impact positif sur les perspectives de croissance de la société.",,réglementaire,https://www.fool.com/coverage/filings/2026/04/04/immunome-s-chief-scientist-trimmed-his-stake-a-planned-fda-submission-tells-you-more/?.tsrc=rss,2026-04-27 18:49:13
ALERT_PORTFOLIO,IMNM,Immunome Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),positif,modere,1-3mois,"Immunome a accordé des primes d'incitations sous la règle Nasdaq 5635(c)(4) à 13 nouveaux employés, ce qui pourrait renforcer la motivation et la rétention des talents dans le secteur de la biotechnologie.",,réglementaire,https://finance.yahoo.com/sectors/healthcare/articles/immunome-reports-inducement-grants-under-200000168.html?.tsrc=rss,2026-04-27 18:49:14
ALERT_PORTFOLIO,IMNM,Immunome (IMNM) Moves 13.3% Higher: Will This Strength Last?,positif,fort,intraday,"Le prix de l'action de Immunome (IMNM) a augmenté de 13.3% suite à un volume de trading élevé, indiquant une forte pression acheteuse.",,earnings,https://finance.yahoo.com/markets/stocks/articles/immunome-imnm-moves-13-3-115600401.html?.tsrc=rss,2026-04-27 18:49:16
ALERT_PORTFOLIO,IMNM,Did Reduced 2025 Losses and NDA Plans Just Shift Immunome's (IMNM) Investment Narrative?,positif,modere,1-2sem,"Immunome a réduit ses pertes prévues pour 2025 et a mis à jour ses investisseurs sur l'avancement de sa pipeline oncologique, suggérant une amélioration potentielle de sa flexibilité financière.",,earnings,https://finance.yahoo.com/news/did-reduced-2025-losses-nda-221135228.html?.tsrc=rss,2026-04-27 18:49:17
ALERT_PORTFOLIO,IMNM,Immunome Reports Full Year 2025 Financial Results and Provides Business Update,positif,modere,1-3mois,Immunome a annoncé des résultats financiers pour l'année terminée le 31 décembre 2025 et a fourni une mise à jour de l'activité commerciale.,,earnings,https://finance.yahoo.com/news/immunome-reports-full-2025-financial-210200963.html?.tsrc=rss,2026-04-27 18:49:19
OPPORTUNITY,MU,"Micron Technology, Inc.",,,,Score 5/5,5/5,C1:True C2:True C3:True C4:True C5:True,,2026-04-27 20:48
OPPORTUNITY,NVDA,NVIDIA Corporation,,,,Score 3/5,3/5,C1:True C2:True C3:False C4:True C5:False,,2026-04-27 20:48
OPPORTUNITY,MAR,Marriott International,,,,Score 2/5,2/5,C1:False C2:True C3:False C4:True C5:False,,2026-04-27 20:48
