type,ticker,titre,sentiment,intensite,horizon,resume,score_fondamental,catalyseur,lien,date
ALERT_PORTFOLIO,CF,Is CF Industries (CF) Stock Outpacing Its Basic Materials Peers This Year?,positif,modere,1-3mois,CF Industries a surperformé par rapport à ses pairs du secteur des matières premières cette année.,,sectoriel,https://finance.yahoo.com/markets/stocks/articles/cf-industries-cf-stock-outpacing-134003453.html?.tsrc=rss,2026-04-27 18:57:46
ALERT_PORTFOLIO,NVDA,New Strong Buy Stocks for April 27th,positif,fort,intraday,"Le titre NVDA a connu une hausse significative de 7.6% sur une période de 5 jours, probablement stimulée par l'ajout de son action à la liste Strong Buy.",,produit,https://finance.yahoo.com/markets/stocks/articles/strong-buy-stocks-april-27th-072400578.html?.tsrc=rss,2026-04-27 18:57:48
ALERT_PORTFOLIO,CF,Is It Too Late To Consider CF Industries (CF) After Strong Multi Year Share Price Gains,positif,modere,1-3mois,"Le prix de CF Industries a montré une tendance haussière sur une période de 1-3 mois, influencé par les résultats financiers attendus.",,earnings,https://finance.yahoo.com/markets/stocks/articles/too-consider-cf-industries-cf-170538812.html?.tsrc=rss,2026-04-27 18:57:49
ALERT_PORTFOLIO,DB,"Deutsche Bank Sees Canadian Dollar Rising ""Modestly"" Vs. US Dollar This Year, Before Larger Gain in 2027",positif,modere,1-3mois,"Le rapport de Deutsche Bank prédit une légère hausse du dollar canadien contre le dollar américain cette année, suivie d'une plus forte progression en 2027.",,macro,https://finance.yahoo.com/markets/currencies/articles/deutsche-bank-sees-canadian-dollar-142237285.html?.tsrc=rss,2026-04-27 18:57:51
ALERT_PORTFOLIO,MU,DOJ’s Partial Reversal on Powell Probe Keeps Fed Drama Alive,positif,fort,1-2sem,"La chute de l'enquête sur Powell par la DOJ pourrait potentiellement accélérer le processus de confirmation du président Trump pour le poste de la Fed, soutenant la hausse de la valeur de MU.",,réglementaire,https://finance.yahoo.com/news/doj-partial-reversal-powell-probe-185508901.html?.tsrc=rss,2026-04-27 18:57:53
ALERT_PORTFOLIO,ENR.DE,"Avis stock crash continues, Siemens Energy lifts outlook",positif,modere,intraday,"Siemens Energy a augmenté ses prévisions pour l'année en cours, ce qui pourrait indiquer une amélioration des perspectives financières.",,earnings,https://finance.yahoo.com/video/avis-stock-crash-continues-siemens-energy-lifts-outlook-185100021.html?.tsrc=rss,2026-04-27 18:57:55
ALERT_PORTFOLIO,CF,"Global Green Ammonia Market Forecast to Hit USD 18.3 Billion by 2036: Regional Growth Trends in USA, UK, Japan, India Led by Nutrien Ltd. & Siemens Energy",positif,modere,1-2sem,"La croissance du marché du gaz vert ammoniac est projetée pour accélérer, influençant positivement les actions de CF.",,macro,https://finance.yahoo.com/sectors/energy/articles/global-green-ammonia-market-forecast-094000301.html?.tsrc=rss,2026-04-27 18:57:56
ALERT_PORTFOLIO,GS,"Goldman Pulls Back After 8 Million Qubit Reality Check, JPMorgan Presses On",positif,modere,1-3mois,"Goldman Sachs ajuste ses attentes suite à une évaluation de la viabilité technologique du qubit, tandis que JPMorgan continue de développer ses activités dans ce domaine malgré des retards commerciaux.",,technologique,https://finance.yahoo.com/sectors/technology/articles/goldman-pulls-back-8-million-185000531.html?.tsrc=rss,2026-04-27 18:57:58
ALERT_PORTFOLIO,GS,Goldman Sachs Predicts $100 Oil Through the End of 2026 if Flows Don't Normalize Soon. Here's What That Means for Oil Stocks.,positif,fort,1-2sem,"Le prédicat de Goldman Sachs sur une hausse des prix du pétrole jusqu'à 100$ jusqu'à la fin 2026 pourrait stimuler les actions de Goldman Sachs, possiblement en raison d'anticipations de croissance des bénéfices.",,macro,https://www.fool.com/investing/2026/04/27/goldman-sachs-predicts-100-oil-through-the-end-of/?.tsrc=rss,2026-04-27 18:58:00
ALERT_PORTFOLIO,GS,"Oil could trade at nearly $120 if war drags on, Goldman Sachs warns",negatif,fort,1-2sem,Le rapport de Goldman Sachs prédisant une hausse des prix du pétrole pourrait atteindre 120$ ce qui pourrait avoir un impact négatif sur les actions de la banque.,,macro,https://finance.yahoo.com/markets/commodities/articles/oil-could-trade-nearly-120-112057859.html?.tsrc=rss,2026-04-27 18:58:02
ALERT_PORTFOLIO,GS,Goldman Sachs Lifts UnitedHealth Target Price: Healthcare ETFs to Watch,positif,modere,1-2sem,"Le Goldman Sachs augmente le prix cible pour UnitedHealth, suggérant une croissance potentielle pour les ETF du secteur de la santé tout en prenant en compte les risques liés à Medicaid.",,earnings,https://finance.yahoo.com/sectors/healthcare/articles/goldman-sachs-lifts-unitedhealth-target-161700514.html?.tsrc=rss,2026-04-27 18:58:03
ALERT_PORTFOLIO,IMNM,A Look At Immunome (IMNM) Valuation As Varegacestat Nears ASCO 2026 Spotlight And FDA NDA Filing,positif,modere,1-2sem,La décision de présenter des données de phase 3 pour le candidat thérapeutique varegacestat à l'ASCO 2026 et l'intention de déposer une demande de nouvelle drogue aux États-Unis par Immunome pourrait potentiellement renforcer la valeur de la société.,,produit,https://finance.yahoo.com/sectors/healthcare/articles/look-immunome-imnm-valuation-varegacestat-110409343.html?.tsrc=rss,2026-04-27 18:58:05
ALERT_PORTFOLIO,IMNM,Immunome Announces Oral Presentation of Phase 3 RINGSIDE Data at 2026 ASCO Annual Meeting,positif,modere,1-2sem,"Immunome annonce une présentation orale de données de la phase 3 RINGSIDE sur varegacestat aux ASCO 2026, indiquant une progression positive pour le développement de thérapies ciblées pour le cancer.",,produit,https://finance.yahoo.com/sectors/healthcare/articles/immunome-announces-oral-presentation-phase-143000594.html?.tsrc=rss,2026-04-27 18:58:07
ALERT_PORTFOLIO,MU,Immunome's Chief Scientist Trimmed His Stake. A Planned FDA Submission Tells You More,positif,fort,intraday,La vente notable du Chief Scientist pourrait indiquer une anticipation positive concernant les prochaines annonces réglementaires ou de développement pour Immunome.,,réglementaire,https://www.fool.com/coverage/filings/2026/04/04/immunome-s-chief-scientist-trimmed-his-stake-a-planned-fda-submission-tells-you-more/?.tsrc=rss,2026-04-27 18:58:09
ALERT_PORTFOLIO,IMNM,Immunome Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),positif,modere,1-3mois,"Immunome a accordé des primes d'incitation sous la règle Nasdaq 5635(c)(4) à treize nouveaux employés, ce qui pourrait renforcer l'équipe et encourager la performance future.",,réglementaire,https://finance.yahoo.com/sectors/healthcare/articles/immunome-reports-inducement-grants-under-200000168.html?.tsrc=rss,2026-04-27 18:58:10
ALERT_PORTFOLIO,IMNM,Immunome (IMNM) Moves 13.3% Higher: Will This Strength Last?,positif,fort,intraday,"Le cours de l'action de Immunome (IMNM) a augmenté de 13.3% suite à une augmentation du volume de trading, indiquant une forte pression acheteuse.",,earnings,https://finance.yahoo.com/markets/stocks/articles/immunome-imnm-moves-13-3-115600401.html?.tsrc=rss,2026-04-27 18:58:12
ALERT_PORTFOLIO,IMNM,Did Reduced 2025 Losses and NDA Plans Just Shift Immunome's (IMNM) Investment Narrative?,positif,modere,1-2sem,"Immunome a réduit ses pertes attendues pour 2025 et a mis à jour ses investisseurs sur l'avancement de sa pipeline oncologique, ce qui pourrait renforcer sa flexibilité financière.",,produit,https://finance.yahoo.com/news/did-reduced-2025-losses-nda-221135228.html?.tsrc=rss,2026-04-27 18:58:14
ALERT_PORTFOLIO,IMNM,Immunome Reports Full Year 2025 Financial Results and Provides Business Update,positif,modere,1-3mois,Immunome a annoncé des résultats financiers pour l'exercice clos le 31 décembre 2025 et a fourni une mise à jour de l'activité commerciale.,,earnings,https://finance.yahoo.com/news/immunome-reports-full-2025-financial-210200963.html?.tsrc=rss,2026-04-27 18:58:15
OPPORTUNITY,MU,"Micron Technology, Inc.",,,,Score 5/5,5/5,C1:True C2:True C3:True C4:True C5:True,,2026-04-27 20:57
OPPORTUNITY,MAR,Marriott International,,,,Score 2/5,2/5,C1:False C2:True C3:False C4:True C5:False,,2026-04-27 20:57
